DBH,Height,log DBH,log Height
3,3.5,0.477121255,0.544068044
3,3.6,0.477121255,0.556302501
3,3.1,0.477121255,0.491361694
4.3,3.7,0.633468456,0.568201724
4.7,4,0.672097858,0.602059991
5.3,5,0.72427587,0.698970004
5.3,5.1,0.72427587,0.707570176
2.2,3,0.342422681,0.477121255
3.4,3.5,0.531478917,0.544068044
3.7,4,0.568201724,0.602059991
5.8,4.3,0.763427994,0.633468456
6.2,4.4,0.792391689,0.643452676
2.6,2.5,0.414973348,0.397940009
3.4,2.5,0.531478917,0.397940009
4.8,4.2,0.681241237,0.62324929
5.3,4.2,0.72427587,0.62324929
2.6,2,0.414973348,0.301029996
4.4,2.7,0.643452676,0.431363764
5.6,3,0.748188027,0.477121255
2.5,3,0.397940009,0.477121255
2.8,3.2,0.447158031,0.505149978
7.6,4,0.880813592,0.602059991
7.7,4.2,0.886490725,0.62324929
2.1,3.1,0.322219295,0.491361694
3.5,3.5,0.544068044,0.544068044
4.6,4,0.662757832,0.602059991
2.5,3.15,0.397940009,0.498310554
4.2,4,0.62324929,0.602059991
5.9,4.5,0.770852012,0.653212514
8.3,6,0.919078092,0.77815125
8.9,6.3,0.949390007,0.799340549
2.3,3.5,0.361727836,0.544068044
4.3,3.7,0.633468456,0.568201724
5.2,4,0.716003344,0.602059991
7.9,5,0.897627091,0.698970004
9.5,6,0.977723605,0.77815125
2.8,3,0.447158031,0.477121255
4.2,3.7,0.62324929,0.568201724
5.2,4,0.716003344,0.602059991
6,4.3,0.77815125,0.633468456
6.1,4.4,0.785329835,0.643452676
2.5,3.5,0.397940009,0.544068044
3.3,4,0.51851394,0.602059991
5.2,4.5,0.716003344,0.653212514
7.9,6,0.897627091,0.77815125
7.9,6.3,0.897627091,0.799340549
3.1,3.3,0.491361694,0.51851394
3.6,4,0.556302501,0.602059991
4.2,4.7,0.62324929,0.672097858
4.7,4.9,0.672097858,0.69019608
2.5,3,0.397940009,0.477121255
2.9,3.5,0.462397998,0.544068044
3.6,4,0.556302501,0.602059991
3.6,4.2,0.556302501,0.62324929
4.2,3.2,0.62324929,0.505149978
6.3,3.5,0.799340549,0.544068044
8.3,4.5,0.919078092,0.653212514
8.5,4.6,0.929418926,0.662757832
2.7,3.2,0.431363764,0.505149978
2.7,3.5,0.431363764,0.544068044
3.1,4,0.491361694,0.602059991
3.1,4,0.491361694,0.602059991
2.1,3.2,0.322219295,0.505149978
2.6,4,0.414973348,0.602059991
4.1,4.5,0.612783857,0.653212514
4.5,4.6,0.653212514,0.662757832
2.5,3,0.397940009,0.477121255
2.9,3.4,0.462397998,0.531478917
2.9,2.5,0.462397998,0.397940009
4.1,2.5,0.612783857,0.397940009
4.9,3.5,0.69019608,0.544068044
5,3.7,0.698970004,0.568201724
3.4,2.5,0.531478917,0.397940009
3.9,3,0.591064607,0.477121255
4.4,3.7,0.643452676,0.568201724
5.9,3.9,0.770852012,0.591064607
3.5,3.5,0.544068044,0.544068044
4.6,4,0.662757832,0.602059991
7.3,4.7,0.86332286,0.672097858
7.3,4.8,0.86332286,0.681241237
3,3.2,0.477121255,0.505149978
3.7,4,0.568201724,0.602059991
5.7,5.5,0.755874856,0.740362689
6.1,5.7,0.785329835,0.755874856
2.3,2.6,0.361727836,0.414973348
3.4,4,0.531478917,0.602059991
6,4.5,0.77815125,0.653212514
6.3,4.6,0.799340549,0.662757832
3,3.5,0.477121255,0.544068044
4.3,4,0.633468456,0.602059991
5.8,5.5,0.763427994,0.740362689
5.8,5.6,0.763427994,0.748188027
2.6,3,0.414973348,0.477121255
2.9,3.5,0.462397998,0.544068044
4.2,4.3,0.62324929,0.633468456
4.5,4.4,0.653212514,0.643452676
3.1,3,0.491361694,0.477121255
4.5,3.5,0.653212514,0.544068044
6,5.5,0.77815125,0.740362689
6.3,5.7,0.799340549,0.755874856
2.9,3.4,0.462397998,0.531478917
4.8,4,0.681241237,0.602059991
7.4,5,0.86923172,0.698970004
8,5.3,0.903089987,0.72427587
3.4,3,0.531478917,0.477121255
4.8,3.9,0.681241237,0.591064607
7.2,5,0.857332496,0.698970004
8,5.5,0.903089987,0.740362689
3.5,3,0.544068044,0.477121255
5,3.5,0.698970004,0.544068044
8.2,5,0.913813852,0.698970004
9.2,5.4,0.963787827,0.73239376
2.4,3.5,0.380211242,0.544068044
3.6,4,0.556302501,0.602059991
4.4,5.5,0.643452676,0.740362689
4.4,5.6,0.643452676,0.748188027
2.9,2.2,0.462397998,0.342422681
4.4,3.5,0.643452676,0.544068044
6.8,4.5,0.832508913,0.653212514
7.7,4.7,0.886490725,0.672097858
2.9,2.5,0.462397998,0.397940009
3.6,2.6,0.556302501,0.414973348
4.7,3.5,0.672097858,0.544068044
4.8,3.6,0.681241237,0.556302501
2.9,2.5,0.462397998,0.397940009
4.1,2.7,0.612783857,0.431363764
5.8,3.5,0.763427994,0.544068044
6.3,3.6,0.799340549,0.556302501
2.3,2.5,0.361727836,0.397940009
2.6,3,0.414973348,0.477121255
3,3.5,0.477121255,0.544068044
3,3.6,0.477121255,0.556302501
2.1,2.5,0.322219295,0.397940009
2.4,3,0.380211242,0.477121255
2.7,2.5,0.431363764,0.397940009
2.5,2,0.397940009,0.301029996
4,3,0.602059991,0.477121255
7.1,6,0.851258349,0.77815125
8,6.2,0.903089987,0.792391689
2.3,2,0.361727836,0.301029996
3.4,3,0.531478917,0.477121255
6.4,4,0.806179974,0.602059991
7.1,4.2,0.851258349,0.62324929
2.5,3,0.397940009,0.477121255
3.1,3.2,0.491361694,0.505149978
4.6,4,0.662757832,0.602059991
5.1,4.1,0.707570176,0.612783857
3.1,3.7,0.491361694,0.568201724
4.9,4,0.69019608,0.602059991
7.7,5,0.886490725,0.698970004
8.7,5.1,0.939519253,0.707570176
2.6,2.5,0.414973348,0.397940009
3.9,3,0.591064607,0.477121255
8.2,4,0.913813852,0.602059991
9.1,4.5,0.959041392,0.653212514
2.5,2.5,0.397940009,0.397940009
2.8,3,0.447158031,0.477121255
4.3,4.5,0.633468456,0.653212514
4.7,4.7,0.672097858,0.672097858
3.1,3,0.491361694,0.477121255
4,3.5,0.602059991,0.544068044
5.4,3.7,0.73239376,0.568201724
6,3.8,0.77815125,0.579783597
2,2.2,0.301029996,0.342422681
2.9,2.1,0.462397998,0.322219295
3.8,4,0.579783597,0.602059991
4.4,4.5,0.643452676,0.653212514
2.2,2.5,0.342422681,0.397940009
4.1,3,0.612783857,0.477121255
7.4,5,0.86923172,0.698970004
8.2,6,0.913813852,0.77815125
3.2,2.2,0.505149978,0.342422681
3.2,2.4,0.505149978,0.380211242
4,3.5,0.602059991,0.544068044
4,3.5,0.602059991,0.544068044
5,4,0.698970004,0.602059991
9.8,7,0.991226076,0.84509804
15.3,12,1.184691431,1.079181246
27,12.5,1.431363764,1.096910013
3.2,3,0.505149978,0.477121255
4.4,3.5,0.643452676,0.544068044
7.4,5,0.86923172,0.698970004
7.9,6,0.897627091,0.77815125
3.3,3,0.51851394,0.477121255
5.3,4,0.72427587,0.602059991
5.8,4.5,0.763427994,0.653212514
2.2,3.5,0.342422681,0.544068044
2.7,4,0.431363764,0.602059991
3,4.2,0.477121255,0.62324929
2.2,2.7,0.342422681,0.431363764
3.5,3.2,0.544068044,0.505149978
4.4,3.7,0.643452676,0.568201724
3,3.7,0.477121255,0.568201724
4.3,4.3,0.633468456,0.633468456
5.2,4.7,0.716003344,0.672097858
2.4,3.5,0.380211242,0.544068044
4.1,4.5,0.612783857,0.653212514
4.7,4.7,0.672097858,0.672097858
2.4,3,0.380211242,0.477121255
2.4,3.5,0.380211242,0.544068044
2.5,3.6,0.397940009,0.556302501
3,4.5,0.477121255,0.653212514
4.8,8,0.681241237,0.903089987
5.4,8.3,0.73239376,0.919078092
2,3.5,0.301029996,0.544068044
4,4.5,0.602059991,0.653212514
4,4.5,0.602059991,0.653212514
2.4,3.5,0.380211242,0.544068044
4.9,4.5,0.69019608,0.653212514
5.4,4.6,0.73239376,0.662757832
2.7,3.5,0.431363764,0.544068044
4.4,4.3,0.643452676,0.633468456
4.9,4.5,0.69019608,0.653212514
2.5,3.5,0.397940009,0.544068044
4.2,4.2,0.62324929,0.62324929
4.6,4.4,0.662757832,0.643452676
2.5,3,0.397940009,0.477121255
3.4,5.7,0.531478917,0.755874856
3.5,5.8,0.544068044,0.763427994
3.1,3.5,0.491361694,0.544068044
6,4,0.77815125,0.602059991
6.7,4.3,0.826074803,0.633468456
4.5,3.5,0.653212514,0.544068044
6.9,4.2,0.838849091,0.62324929
7.6,4.4,0.880813592,0.643452676
4.5,3.8,0.653212514,0.579783597
6.9,4.5,0.838849091,0.653212514
8.2,5,0.913813852,0.698970004
2.1,2,0.322219295,0.301029996
2.2,3,0.342422681,0.477121255
2.2,3,0.342422681,0.477121255
2.5,2.5,0.397940009,0.397940009
4.3,3.5,0.633468456,0.544068044
4.7,3.6,0.672097858,0.556302501
2,2,0.301029996,0.301029996
2.6,3,0.414973348,0.477121255
3,3.1,0.477121255,0.491361694
3.1,3.5,0.491361694,0.544068044
2.9,3.5,0.462397998,0.544068044
3.3,3.6,0.51851394,0.556302501
2.1,2.3,0.322219295,0.361727836
2.5,3,0.397940009,0.477121255
3.4,3.5,0.531478917,0.544068044
4.1,3.7,0.612783857,0.568201724
3.8,2.5,0.579783597,0.397940009
4.7,3.5,0.672097858,0.544068044
4.8,3.6,0.681241237,0.556302501
3.4,3.5,0.531478917,0.544068044
5.9,4.5,0.770852012,0.653212514
5.9,4.6,0.770852012,0.662757832
2.3,4.2,0.361727836,0.62324929
5.5,6,0.740362689,0.77815125
6.8,6.1,0.832508913,0.785329835
3.2,3.2,0.505149978,0.505149978
5.4,4,0.73239376,0.602059991
5.4,4.1,0.73239376,0.612783857
2.8,2.4,0.447158031,0.380211242
4.8,3,0.681241237,0.477121255
5.5,3.2,0.740362689,0.505149978
2.4,2.5,0.380211242,0.397940009
4.7,3.5,0.672097858,0.544068044
5.4,3.7,0.73239376,0.568201724
2.9,3.8,0.462397998,0.579783597
3.7,4,0.568201724,0.602059991
4.2,4.1,0.62324929,0.612783857
2.6,2.5,0.414973348,0.397940009
3.6,3,0.556302501,0.477121255
3.9,3.3,0.591064607,0.51851394
2.2,2.6,0.342422681,0.414973348
3.3,3,0.51851394,0.477121255
3.3,2,0.51851394,0.301029996
2.2,2.5,0.342422681,0.397940009
2.6,3,0.414973348,0.477121255
2.6,3.1,0.414973348,0.491361694
2.6,2.4,0.414973348,0.380211242
3.4,3,0.531478917,0.477121255
3.4,3.3,0.531478917,0.51851394
3,2.5,0.477121255,0.397940009
4.6,3.5,0.662757832,0.544068044
5.2,3.6,0.716003344,0.556302501
3,3.5,0.477121255,0.544068044
3.1,3.6,0.491361694,0.556302501
2.7,3,0.431363764,0.477121255
2.7,3,0.431363764,0.477121255
3.5,3.5,0.544068044,0.544068044
3.5,3.5,0.544068044,0.544068044
3.7,3.5,0.568201724,0.544068044
4,3.6,0.602059991,0.556302501
2.5,2.5,0.397940009,0.397940009
2.5,2.6,0.397940009,0.414973348
3.6,3.5,0.556302501,0.544068044
3.6,3.6,0.556302501,0.556302501
4,3.5,0.602059991,0.544068044
4.7,3.7,0.672097858,0.568201724
2.6,3,0.414973348,0.477121255
2.9,3.3,0.462397998,0.51851394
4.3,4,0.633468456,0.602059991
5.5,4.7,0.740362689,0.672097858
2.9,3.5,0.462397998,0.544068044
3.4,3.7,0.531478917,0.568201724
2.6,4,0.414973348,0.602059991
3,4.2,0.477121255,0.62324929
4.6,3.5,0.662757832,0.544068044
5.1,3.7,0.707570176,0.568201724
4.7,3,0.672097858,0.477121255
4.9,3.2,0.69019608,0.505149978
3.4,3,0.531478917,0.477121255
4.3,3.2,0.633468456,0.505149978
3.3,3.5,0.51851394,0.544068044
3.4,3.6,0.531478917,0.556302501
3.6,3,0.556302501,0.477121255
3.6,3.2,0.556302501,0.505149978
3.9,3.5,0.591064607,0.544068044
4.2,3.6,0.62324929,0.556302501
3.1,3,0.491361694,0.477121255
3.7,3.1,0.568201724,0.491361694
3.8,3.5,0.579783597,0.544068044
4.5,3.6,0.653212514,0.556302501
3.9,3.5,0.591064607,0.544068044
4.4,3.6,0.643452676,0.556302501
3.6,3,0.556302501,0.477121255
4.1,3.2,0.612783857,0.505149978
3.3,3,0.51851394,0.477121255
3.9,3.2,0.591064607,0.505149978
2.7,3,0.431363764,0.477121255
3,3.1,0.477121255,0.491361694
3.4,4,0.531478917,0.602059991
3.8,4.1,0.579783597,0.612783857
5.8,3.7,0.763427994,0.568201724
6.2,3.9,0.792391689,0.591064607
4,3.5,0.602059991,0.544068044
4.3,3.6,0.633468456,0.556302501
3.5,3,0.544068044,0.477121255
3.7,3.1,0.568201724,0.491361694
3.2,3,0.505149978,0.477121255
4.6,3.7,0.662757832,0.568201724
3.4,3,0.531478917,0.477121255
3.9,3.3,0.591064607,0.51851394
4,4,0.602059991,0.602059991
4.2,4.1,0.62324929,0.612783857
5.6,3.5,0.748188027,0.544068044
7.7,4,0.886490725,0.602059991
3.9,3.3,0.591064607,0.51851394
4.8,4,0.681241237,0.602059991
3.2,3.5,0.505149978,0.544068044
3.9,3.7,0.591064607,0.568201724
2.6,3,0.414973348,0.477121255
2.9,3.2,0.462397998,0.505149978
2.7,3,0.431363764,0.477121255
2.8,3.6,0.447158031,0.556302501
2.8,3.5,0.447158031,0.544068044
3.2,3.7,0.505149978,0.568201724
2,4.5,0.301029996,0.653212514
2.2,4.6,0.342422681,0.662757832
2.6,3.5,0.414973348,0.544068044
2.9,3.7,0.462397998,0.568201724
2.3,3,0.361727836,0.477121255
2.6,3.2,0.414973348,0.505149978
2.3,3,0.361727836,0.477121255
2.5,3.2,0.397940009,0.505149978
2.4,4,0.380211242,0.602059991
2.7,4.5,0.431363764,0.653212514
2.3,3,0.361727836,0.477121255
3.3,3.2,0.51851394,0.505149978
2.3,3,0.361727836,0.477121255
4.4,3.1,0.643452676,0.491361694
2,3.5,0.301029996,0.544068044
2.4,3.6,0.380211242,0.556302501
2.8,2.5,0.447158031,0.397940009
2.8,2.7,0.447158031,0.431363764
2.5,3.5,0.397940009,0.544068044
2.6,3.7,0.414973348,0.568201724
2.1,2.5,0.322219295,0.397940009
3,2.5,0.477121255,0.397940009
2,3,0.301029996,0.477121255
2.5,3.1,0.397940009,0.491361694
2.5,3,0.397940009,0.477121255
3.5,3.2,0.544068044,0.505149978
2.6,3,0.414973348,0.477121255
2.8,3.3,0.447158031,0.51851394
2,2.5,0.301029996,0.397940009
2.1,2.6,0.322219295,0.414973348
2.2,3,0.342422681,0.477121255
2.3,4.1,0.361727836,0.612783857
2.7,3,0.431363764,0.477121255
2.8,3.2,0.447158031,0.505149978
2.1,3,0.322219295,0.477121255
2.4,3.2,0.380211242,0.505149978
3.1,3.5,0.491361694,0.544068044
3.5,3.6,0.544068044,0.556302501
2,3,0.301029996,0.477121255
2.8,3.2,0.447158031,0.505149978
2.2,3,0.342422681,0.477121255
3.2,3.5,0.505149978,0.544068044
2.1,2.5,0.322219295,0.397940009
3,2.6,0.477121255,0.414973348
2.7,3.5,0.431363764,0.544068044
3.6,3.6,0.556302501,0.556302501
2.2,3,0.342422681,0.477121255
2.1,2.5,0.322219295,0.397940009
2.9,2.8,0.462397998,0.447158031
2.4,3.5,0.380211242,0.544068044
3.1,3.6,0.491361694,0.556302501
3,3,0.477121255,0.477121255
3.6,3.3,0.556302501,0.51851394
2.1,2.5,0.322219295,0.397940009
2.4,3,0.380211242,0.477121255
2.1,2.5,0.322219295,0.397940009
2.4,2.9,0.380211242,0.462397998
2.1,3,0.322219295,0.477121255
2.5,3.2,0.397940009,0.505149978
2.2,3,0.342422681,0.477121255
2.6,3.1,0.414973348,0.491361694
2.8,3.5,0.447158031,0.544068044
3.3,3.6,0.51851394,0.556302501
2.4,4,0.380211242,0.602059991
3,4.1,0.477121255,0.612783857
2.3,3,0.361727836,0.477121255
2.4,3.2,0.380211242,0.505149978
2.6,3.5,0.414973348,0.544068044
2.8,3.6,0.447158031,0.556302501
3.5,3.5,0.544068044,0.544068044
4.8,3.6,0.681241237,0.556302501
3.6,3,0.556302501,0.477121255
3.6,3.1,0.556302501,0.491361694
3.2,3.5,0.505149978,0.544068044
4,3.6,0.602059991,0.556302501
2.2,3.5,0.342422681,0.544068044
3,3.6,0.477121255,0.556302501
2,2.5,0.301029996,0.397940009
2.5,2.6,0.397940009,0.414973348
2.1,3,0.322219295,0.477121255
2.4,3.1,0.380211242,0.491361694
2.6,3.5,0.414973348,0.544068044
2.7,3.6,0.431363764,0.556302501
2.9,3.7,0.462397998,0.568201724
5.2,3.7,0.716003344,0.568201724
2.4,3,0.380211242,0.477121255
2.6,3.1,0.414973348,0.491361694
2.7,4,0.431363764,0.602059991
5.3,4.6,0.72427587,0.662757832
2.3,3,0.361727836,0.477121255
2.4,3.1,0.380211242,0.491361694
2.6,3.5,0.414973348,0.544068044
2.6,3.6,0.414973348,0.556302501
2.7,3.5,0.431363764,0.544068044
3,3.6,0.477121255,0.556302501
2.2,3,0.342422681,0.477121255
2.3,3.1,0.361727836,0.491361694
3,3.5,0.477121255,0.544068044
3.2,3.7,0.505149978,0.568201724
2.2,3,0.342422681,0.477121255
2.8,3.3,0.447158031,0.51851394
3.5,3,0.544068044,0.477121255
3.5,3.2,0.544068044,0.505149978
2,2.5,0.301029996,0.397940009
2.2,3,0.342422681,0.477121255
2.2,2.5,0.342422681,0.397940009
2.5,2.6,0.397940009,0.414973348
2.4,3,0.380211242,0.477121255
2.4,3.1,0.380211242,0.491361694
2.6,2.5,0.414973348,0.397940009
3,2.7,0.477121255,0.431363764
2.1,3,0.322219295,0.477121255
2.4,3.2,0.380211242,0.505149978
3.4,2.5,0.531478917,0.397940009
3.8,2.6,0.579783597,0.414973348
5.1,4,0.707570176,0.602059991
7.9,5,0.897627091,0.698970004
2.2,2.5,0.342422681,0.397940009
3.8,2.6,0.579783597,0.414973348
2.1,2.7,0.322219295,0.431363764
3,2.8,0.477121255,0.447158031
5,3.5,0.698970004,0.544068044
6.6,4,0.819543936,0.602059991
2.1,2,0.322219295,0.301029996
2,2.3,0.301029996,0.361727836
2,2.1,0.301029996,0.322219295
2,2,0.301029996,0.301029996
3.2,2.2,0.505149978,0.342422681
3.5,2,0.544068044,0.301029996
2.4,2.5,0.380211242,0.397940009
2.4,3,0.380211242,0.477121255
3,2.9,0.477121255,0.462397998
2.9,2,0.462397998,0.301029996
2.1,2.1,0.322219295,0.322219295
5.1,2.9,0.707570176,0.462397998
8.2,3.72,0.913813852,0.57054294
9.8,4.7,0.991226076,0.672097858
10.4,6,1.017033339,0.77815125
12,6,1.079181246,0.77815125
12.1,7,1.08278537,0.84509804
6.9,3.8,0.838849091,0.579783597
8.1,4,0.908485019,0.602059991
8.9,4.5,0.949390007,0.653212514
10.7,5.4,1.029383778,0.73239376
10.8,7,1.033423755,0.84509804
10.9,7,1.037426498,0.84509804
5,3.8,0.698970004,0.579783597
6.3,4.8,0.799340549,0.681241237
7.5,5.2,0.875061263,0.716003344
7.9,7,0.897627091,0.84509804
9.3,8,0.968482949,0.903089987
9.8,8.1,0.991226076,0.908485019
5.2,3.5,0.716003344,0.544068044
6.2,3.8,0.792391689,0.579783597
7.5,4.5,0.875061263,0.653212514
8.6,5,0.934498451,0.698970004
9.4,6.5,0.973127854,0.812913357
9.9,7.1,0.995635195,0.851258349
3.4,3,0.531478917,0.477121255
5.2,4.1,0.716003344,0.612783857
6.6,5.3,0.819543936,0.72427587
7.1,6.3,0.851258349,0.799340549
10.1,8,1.004321374,0.903089987
10.7,7,1.029383778,0.84509804
3.2,2.5,0.505149978,0.397940009
3.3,2.6,0.51851394,0.414973348
2.2,2.34,0.342422681,0.369215857
3.2,2.6,0.505149978,0.414973348
5.5,3.7,0.740362689,0.568201724
6.2,5,0.792391689,0.698970004
7.8,6.5,0.892094603,0.812913357
7.6,7.5,0.880813592,0.875061263
2.5,2.95,0.397940009,0.469822016
3.9,3.8,0.591064607,0.579783597
5,4.5,0.698970004,0.653212514
5.4,4.7,0.73239376,0.672097858
5.9,5,0.770852012,0.698970004
5.9,3,0.770852012,0.477121255
3,2.85,0.477121255,0.45484486
3.6,3,0.556302501,0.477121255
4.2,3.2,0.62324929,0.505149978
4.5,3.3,0.653212514,0.51851394
5,3.7,0.698970004,0.568201724
5,3.9,0.698970004,0.591064607
3.5,3.4,0.544068044,0.531478917
5,4,0.698970004,0.602059991
6,4.35,0.77815125,0.638489257
6.2,4.5,0.792391689,0.653212514
6.8,4.3,0.832508913,0.633468456
8.5,5,0.929418926,0.698970004
10.5,5.3,1.021189299,0.72427587
10.6,5.8,1.025305865,0.763427994
11.4,6.2,1.056904851,0.792391689
2.8,2.3,0.447158031,0.361727836
4.2,3.6,0.62324929,0.556302501
5.7,5,0.755874856,0.698970004
6,5.3,0.77815125,0.72427587
6.6,6,0.819543936,0.77815125
7.2,6.1,0.857332496,0.785329835
2.5,2.4,0.397940009,0.380211242
3.1,3.2,0.491361694,0.505149978
4.7,4,0.672097858,0.602059991
6.3,4.5,0.799340549,0.653212514
6.4,4.7,0.806179974,0.672097858
2.2,3.13,0.342422681,0.495544338
2.5,3.5,0.397940009,0.544068044
2.9,3.6,0.462397998,0.556302501
2.7,2.6,0.431363764,0.414973348
3,2.8,0.477121255,0.447158031
3.7,3.7,0.568201724,0.568201724
3.8,3.9,0.579783597,0.591064607
5.5,5,0.740362689,0.698970004
5.9,5.2,0.770852012,0.716003344
3.5,3.03,0.544068044,0.481442629
5.1,4.1,0.707570176,0.612783857
7.1,5.5,0.851258349,0.740362689
8.8,6,0.944482672,0.77815125
10.7,8,1.029383778,0.903089987
11.8,8.5,1.071882007,0.929418926
4.9,3.31,0.69019608,0.519827994
7.2,4.9,0.857332496,0.69019608
9.6,5.6,0.982271233,0.748188027
11.1,6.3,1.045322979,0.799340549
12,8,1.079181246,0.903089987
13.4,8.6,1.127104798,0.934498451
2.3,2,0.361727836,0.301029996
3,2.2,0.477121255,0.342422681
3.7,2.6,0.568201724,0.414973348
4.4,3.5,0.643452676,0.544068044
5.6,3.7,0.748188027,0.568201724
5.6,3.8,0.748188027,0.579783597
2.9,3.5,0.462397998,0.544068044
3.4,4.1,0.531478917,0.612783857
3.5,4.4,0.544068044,0.643452676
3.5,4.31,0.544068044,0.63447727
3.2,4.35,0.505149978,0.638489257
3.3,4.5,0.51851394,0.653212514
2.7,1.73,0.431363764,0.238046103
3.7,2.1,0.568201724,0.322219295
5,3,0.698970004,0.477121255
6.5,4,0.812913357,0.602059991
9.3,4.7,0.968482949,0.672097858
10.9,5,1.037426498,0.698970004
2.2,2,0.342422681,0.301029996
2.7,2.15,0.431363764,0.33243846
3.6,2.5,0.556302501,0.397940009
4,3.5,0.602059991,0.544068044
5.2,4.5,0.716003344,0.653212514
6.3,4.7,0.799340549,0.672097858
3.5,2.74,0.544068044,0.437750563
5.2,3.2,0.716003344,0.505149978
8.5,4.5,0.929418926,0.653212514
8.6,6.3,0.934498451,0.799340549
15,8,1.176091259,0.903089987
18,8.5,1.255272505,0.929418926
8.1,6.1,0.908485019,0.785329835
10,6.6,1,0.819543936
12.3,8,1.089905111,0.903089987
12.9,8,1.11058971,0.903089987
13.8,9,1.139879086,0.954242509
14.2,9.5,1.152288344,0.977723605
10,6.5,1,0.812913357
11.7,7,1.068185862,0.84509804
11.8,8.5,1.071882007,0.929418926
12,9,1.079181246,0.954242509
13,9.6,1.113943352,0.982271233
13,9.7,1.113943352,0.986771734
2.3,2.5,0.361727836,0.397940009
2.5,2.85,0.397940009,0.45484486
3.7,3,0.568201724,0.477121255
4.1,3.6,0.612783857,0.556302501
4.5,4,0.653212514,0.602059991
4.5,4,0.653212514,0.602059991
2.3,2.7,0.361727836,0.431363764
3.7,3.2,0.568201724,0.505149978
5.7,4.5,0.755874856,0.653212514
7.2,5.5,0.857332496,0.740362689
8.5,7,0.929418926,0.84509804
8.7,7.3,0.939519253,0.86332286
7,3.7,0.84509804,0.568201724
9.1,4.6,0.959041392,0.662757832
10.5,5.5,1.021189299,0.740362689
10.6,6,1.025305865,0.77815125
12.1,7,1.08278537,0.84509804
12.1,7.3,1.08278537,0.86332286
7.8,4,0.892094603,0.602059991
9.5,4.5,0.977723605,0.653212514
11.3,5.2,1.053078443,0.716003344
11.4,5.5,1.056904851,0.740362689
10.9,6,1.037426498,0.77815125
10.9,6.1,1.037426498,0.785329835
10,5.5,1,0.740362689
12.1,7,1.08278537,0.84509804
12.3,7.5,1.089905111,0.875061263
12.9,8,1.11058971,0.903089987
14.3,9,1.155336037,0.954242509
14.3,9.1,1.155336037,0.959041392
3,3.3,0.477121255,0.51851394
4.1,4.2,0.612783857,0.62324929
5.2,5,0.716003344,0.698970004
6.9,6.5,0.838849091,0.812913357
6.3,7,0.799340549,0.84509804
6.5,7.1,0.812913357,0.851258349
2.2,2.8,0.342422681,0.447158031
3,3.8,0.477121255,0.579783597
3.7,4,0.568201724,0.602059991
3.7,4.2,0.568201724,0.62324929
3.9,5,0.591064607,0.698970004
4.3,5.1,0.633468456,0.707570176
4.3,5.6,0.633468456,0.748188027
4.5,5.8,0.653212514,0.763427994
4.3,5.9,0.633468456,0.770852012
3.8,4.1,0.579783597,0.612783857
4,4.5,0.602059991,0.653212514
2.1,2,0.322219295,0.301029996
3.7,3.6,0.568201724,0.556302501
8.1,7.5,0.908485019,0.875061263
9.8,10,0.991226076,1
11.4,14,1.056904851,1.146128036
13.4,14.5,1.127104798,1.161368002
3.7,2.8,0.568201724,0.447158031
5.5,3.7,0.740362689,0.568201724
6.5,4.5,0.812913357,0.653212514
7,4.9,0.84509804,0.69019608
7.6,6,0.880813592,0.77815125
7.6,6.2,0.880813592,0.792391689
3.5,3,0.544068044,0.477121255
6,4,0.77815125,0.602059991
8.1,4.6,0.908485019,0.662757832
8.6,5,0.934498451,0.698970004
2.5,2.3,0.397940009,0.361727836
3.7,3.6,0.568201724,0.556302501
4.7,4,0.672097858,0.602059991
4.8,4.6,0.681241237,0.662757832
2.2,2.5,0.342422681,0.397940009
3.8,3.5,0.579783597,0.544068044
4.6,4,0.662757832,0.602059991
6,4.2,0.77815125,0.62324929
6.2,5,0.792391689,0.698970004
6.2,5.6,0.792391689,0.748188027
7.8,3.9,0.892094603,0.591064607
9.9,5.6,0.995635195,0.748188027
9.9,6,0.995635195,0.77815125
13.9,7,1.1430148,0.84509804
15.3,8,1.184691431,0.903089987
15.8,8.5,1.198657087,0.929418926
9.3,4.6,0.968482949,0.662757832
10.2,5.2,1.008600172,0.716003344
10.9,6.1,1.037426498,0.785329835
11.4,7,1.056904851,0.84509804
12.5,7,1.096910013,0.84509804
12.6,7.1,1.100370545,0.851258349
5.4,3.8,0.73239376,0.579783597
8.5,5.2,0.929418926,0.716003344
10.4,6.1,1.017033339,0.785329835
13,6.7,1.113943352,0.826074803
15,7.5,1.176091259,0.875061263
2.7,2.75,0.431363764,0.439332694
4.3,3.6,0.633468456,0.556302501
5.7,4.5,0.755874856,0.653212514
6.5,4.7,0.812913357,0.672097858
8,8.5,0.903089987,0.929418926
8.7,8.6,0.939519253,0.934498451
5.3,3,0.72427587,0.477121255
6.9,3.7,0.838849091,0.568201724
8.3,4.5,0.919078092,0.653212514
10.7,4.7,1.029383778,0.672097858
10.6,5.5,1.025305865,0.740362689
10.9,5.7,1.037426498,0.755874856
8,5.8,0.903089987,0.763427994
9.4,6,0.973127854,0.77815125
9.7,6.5,0.986771734,0.812913357
3.8,3.5,0.579783597,0.544068044
3.8,3.6,0.579783597,0.556302501
4.5,3,0.653212514,0.477121255
5.3,3.9,0.72427587,0.591064607
6.6,4.2,0.819543936,0.62324929
7.2,4.5,0.857332496,0.653212514
7.4,5,0.86923172,0.698970004
