DBH,Height,log DBH,log Height
7.4,5.3,0.86923172,0.72427587
7,4.2,0.84509804,0.62324929
7.5,5.2,0.875061263,0.716003344
7.8,5.4,0.892094603,0.73239376
8.2,5.7,0.913813852,0.755874856
8.8,6,0.944482672,0.77815125
9,6.3,0.954242509,0.799340549
4.2,3.29,0.62324929,0.517195898
6.9,4.15,0.838849091,0.618048097
8.5,4.5,0.929418926,0.653212514
9.5,4.9,0.977723605,0.69019608
9.6,6,0.982271233,0.77815125
10.6,6.3,1.025305865,0.799340549
5.1,3.6,0.707570176,0.556302501
7.2,5.5,0.857332496,0.740362689
8.8,6,0.944482672,0.77815125
9.3,6.1,0.968482949,0.785329835
10.8,7,1.033423755,0.84509804
12.3,7.5,1.089905111,0.875061263
3.7,3,0.568201724,0.477121255
5.6,3.5,0.748188027,0.544068044
6.3,4.7,0.799340549,0.672097858
7.4,5,0.86923172,0.698970004
8.1,6,0.908485019,0.77815125
8.1,6.1,0.908485019,0.785329835
7,3.4,0.84509804,0.531478917
7.5,4.6,0.875061263,0.662757832
7.9,5,0.897627091,0.698970004
7.9,5.4,0.897627091,0.73239376
7.8,6.5,0.892094603,0.812913357
7.8,6.6,0.892094603,0.819543936
5.6,3.1,0.748188027,0.491361694
7.5,4.6,0.875061263,0.662757832
10.1,5.5,1.004321374,0.740362689
10.8,6.1,1.033423755,0.785329835
12.3,6.5,1.089905111,0.812913357
12.3,6.7,1.089905111,0.826074803
6.7,4.4,0.826074803,0.643452676
8.5,5.4,0.929418926,0.73239376
11.7,6.5,1.068185862,0.812913357
12.3,7.5,1.089905111,0.875061263
12.8,8,1.10720997,0.903089987
13.3,8.3,1.123851641,0.919078092
5.2,3.6,0.716003344,0.556302501
6.7,5,0.826074803,0.698970004
8,6,0.903089987,0.77815125
8.8,6.2,0.944482672,0.792391689
10,8,1,0.903089987
10,8.2,1,0.913813852
6.6,4.5,0.819543936,0.653212514
9.1,5.5,0.959041392,0.740362689
10.8,6.5,1.033423755,0.812913357
11.8,6.9,1.071882007,0.838849091
12,7.5,1.079181246,0.875061263
12.6,7.5,1.100370545,0.875061263
7.5,4.5,0.875061263,0.653212514
9.3,5.5,0.968482949,0.740362689
9.9,6.5,0.995635195,0.812913357
10.6,7,1.025305865,0.84509804
12,8,1.079181246,0.903089987
12,8.2,1.079181246,0.913813852
4.8,3.6,0.681241237,0.556302501
6.8,4.2,0.832508913,0.62324929
7.2,5.5,0.857332496,0.740362689
7.2,5.6,0.857332496,0.748188027
7.6,6.5,0.880813592,0.812913357
9.7,6.7,0.986771734,0.826074803
5.6,3.58,0.748188027,0.553883027
6.8,4.2,0.832508913,0.62324929
7.9,5,0.897627091,0.698970004
8,5.3,0.903089987,0.72427587
8.4,6,0.924279286,0.77815125
8.5,6.1,0.929418926,0.785329835
2.1,2.2,0.322219295,0.342422681
2.7,2.65,0.431363764,0.423245874
3.2,2.8,0.505149978,0.447158031
3.2,3.2,0.505149978,0.505149978
3.9,3.5,0.591064607,0.544068044
2.6,2.8,0.414973348,0.447158031
4.5,4,0.653212514,0.602059991
6.3,5.5,0.799340549,0.740362689
7.2,6.2,0.857332496,0.792391689
8.8,8,0.944482672,0.903089987
9.2,8.5,0.963787827,0.929418926
3.5,3,0.544068044,0.477121255
5,3.7,0.698970004,0.568201724
6.4,4.5,0.806179974,0.653212514
6.5,5,0.812913357,0.698970004
6.9,7,0.838849091,0.84509804
7.2,7.1,0.857332496,0.851258349
2,2.8,0.301029996,0.447158031
2.7,3.2,0.431363764,0.505149978
3.6,4,0.556302501,0.602059991
4.1,4.6,0.612783857,0.662757832
4.5,5,0.653212514,0.698970004
4.7,5.2,0.672097858,0.716003344
2.8,3,0.447158031,0.477121255
4.5,3.75,0.653212514,0.574031268
5.5,4.5,0.740362689,0.653212514
6.7,5,0.826074803,0.698970004
7.8,6,0.892094603,0.77815125
8.4,7,0.924279286,0.84509804
2,2.6,0.301029996,0.414973348
3.3,3.1,0.51851394,0.491361694
4.5,3.7,0.653212514,0.568201724
6.5,4.2,0.812913357,0.62324929
7.5,6,0.875061263,0.77815125
8.5,6.6,0.929418926,0.819543936
4.7,4.3,0.672097858,0.633468456
8.7,5.8,0.939519253,0.763427994
8.8,6.4,0.944482672,0.806179974
10.4,6.6,1.017033339,0.819543936
11.2,7.5,1.049218023,0.875061263
11.1,7.9,1.045322979,0.897627091
2.2,3.4,0.342422681,0.531478917
3.5,4.1,0.544068044,0.612783857
3.9,5,0.591064607,0.698970004
4,5.1,0.602059991,0.707570176
4.3,5.5,0.633468456,0.740362689
4.6,5.6,0.662757832,0.748188027
3.8,3,0.579783597,0.477121255
5.1,4,0.707570176,0.602059991
7.3,5.5,0.86332286,0.740362689
9,6.2,0.954242509,0.792391689
9.3,7,0.968482949,0.84509804
10.5,7.5,1.021189299,0.875061263
2.1,2.5,0.322219295,0.397940009
3,3.5,0.477121255,0.544068044
3.1,4,0.491361694,0.602059991
3.3,4.3,0.51851394,0.633468456
2.4,2.8,0.380211242,0.447158031
3.4,3.4,0.531478917,0.531478917
3.7,4,0.568201724,0.602059991
3.8,4.2,0.579783597,0.62324929
4,5,0.602059991,0.698970004
4.1,5,0.612783857,0.698970004
2,2.8,0.301029996,0.447158031
3.1,3.6,0.491361694,0.556302501
3.3,4,0.51851394,0.602059991
3.3,4.2,0.51851394,0.62324929
3.3,4.5,0.51851394,0.653212514
3.3,4.5,0.51851394,0.653212514
3.5,3.7,0.544068044,0.568201724
5.2,4,0.716003344,0.602059991
7.5,4.6,0.875061263,0.662757832
7.9,5,0.897627091,0.698970004
8.2,6,0.913813852,0.77815125
8.3,6.1,0.919078092,0.785329835
3,3.1,0.477121255,0.491361694
4.5,4,0.653212514,0.602059991
5.3,5,0.72427587,0.698970004
9.1,5.5,0.959041392,0.740362689
9.4,6.5,0.973127854,0.812913357
10.1,6.7,1.004321374,0.826074803
3.9,2.8,0.591064607,0.447158031
3.6,3,0.556302501,0.477121255
4.5,3.6,0.653212514,0.556302501
4.7,4,0.672097858,0.602059991
5,4.4,0.698970004,0.643452676
9.2,6,0.963787827,0.77815125
9.9,6.3,0.995635195,0.799340549
3,2.8,0.477121255,0.447158031
5.4,3.75,0.73239376,0.574031268
7.4,4.4,0.86923172,0.643452676
8.5,4.8,0.929418926,0.681241237
10.9,6,1.037426498,0.77815125
11.5,7,1.06069784,0.84509804
4.6,3.7,0.662757832,0.568201724
5.5,4.8,0.740362689,0.681241237
6.9,6,0.838849091,0.77815125
7.6,6.4,0.880813592,0.806179974
10,8,1,0.903089987
11.3,8.4,1.053078443,0.924279286
8.2,4.7,0.913813852,0.672097858
9.8,5.5,0.991226076,0.740362689
10.9,6.5,1.037426498,0.812913357
11.5,7.5,1.06069784,0.875061263
11.5,8.5,1.06069784,0.929418926
11.5,8.6,1.06069784,0.934498451
6.2,2.8,0.792391689,0.447158031
7,3.5,0.84509804,0.544068044
6.5,4,0.812913357,0.602059991
8.3,5.2,0.919078092,0.716003344
10.8,6,1.033423755,0.77815125
12.7,7,1.103803721,0.84509804
14.1,7.5,1.149219113,0.875061263
14.7,8,1.167317335,0.903089987
15,8.5,1.176091259,0.929418926
2.5,3.2,0.397940009,0.505149978
2,2,0.301029996,0.301029996
2.4,2.6,0.380211242,0.414973348
4.5,3.5,0.653212514,0.544068044
6.3,4,0.799340549,0.602059991
7.8,5,0.892094603,0.698970004
8.3,6,0.919078092,0.77815125
2.8,2.8,0.447158031,0.447158031
4.1,4,0.612783857,0.602059991
5.2,4.6,0.716003344,0.662757832
6,5.3,0.77815125,0.72427587
6.1,6,0.785329835,0.77815125
6.3,6.5,0.799340549,0.812913357
5.6,2.8,0.748188027,0.447158031
6.1,2.85,0.785329835,0.45484486
6,3,0.77815125,0.477121255
6,3.2,0.77815125,0.505149978
4.7,3.5,0.672097858,0.544068044
5.8,4,0.763427994,0.602059991
8.6,5.5,0.934498451,0.740362689
10.3,6,1.012837225,0.77815125
11.3,7,1.053078443,0.84509804
11.3,7.1,1.053078443,0.851258349
2.2,2.6,0.342422681,0.414973348
4.1,4,0.612783857,0.602059991
7.7,6,0.886490725,0.77815125
10.2,6.8,1.008600172,0.832508913
17.1,17,1.23299611,1.230448921
24.4,18.5,1.387389826,1.267171728
4.8,2.8,0.681241237,0.447158031
5,2.8,0.698970004,0.447158031
6.5,4.3,0.812913357,0.633468456
8.2,5.5,0.913813852,0.740362689
8.3,6,0.919078092,0.77815125
8.3,6.1,0.919078092,0.785329835
5.5,4.3,0.740362689,0.633468456
6.8,5.5,0.832508913,0.740362689
7.5,6,0.875061263,0.77815125
8,6.2,0.903089987,0.792391689
5.9,3.25,0.770852012,0.511883361
8.5,5.3,0.929418926,0.72427587
11.4,6.2,1.056904851,0.792391689
12.5,6.7,1.096910013,0.826074803
13.7,7,1.136720567,0.84509804
13.7,7.1,1.136720567,0.851258349
2.9,2.7,0.462397998,0.431363764
3.9,3.5,0.591064607,0.544068044
4.3,4,0.633468456,0.602059991
4.6,4.1,0.662757832,0.612783857
4.6,5,0.662757832,0.698970004
4.7,5.5,0.672097858,0.740362689
2.7,2.5,0.431363764,0.397940009
3.6,3,0.556302501,0.477121255
4.7,3.4,0.672097858,0.531478917
5.1,3.6,0.707570176,0.556302501
7,4.5,0.84509804,0.653212514
7,4.6,0.84509804,0.662757832
4.9,3.9,0.69019608,0.591064607
6.2,4.4,0.792391689,0.643452676
7.6,5,0.880813592,0.698970004
10.3,5.6,1.012837225,0.748188027
10.8,6,1.033423755,0.77815125
11,6.5,1.041392685,0.812913357
2.9,2.7,0.462397998,0.431363764
4.6,3.65,0.662757832,0.562292864
6.3,4.2,0.799340549,0.62324929
10,4.5,1,0.653212514
12.5,7,1.096910013,0.84509804
13,8,1.113943352,0.903089987
7.5,4.35,0.875061263,0.638489257
8.2,5.5,0.913813852,0.740362689
10.2,7.5,1.008600172,0.875061263
11.1,7.8,1.045322979,0.892094603
11.2,8.5,1.049218023,0.929418926
11.3,8.6,1.053078443,0.934498451
6.2,4.6,0.792391689,0.662757832
9,5.5,0.954242509,0.740362689
9.6,6.5,0.982271233,0.812913357
10.2,7,1.008600172,0.84509804
11.4,8.5,1.056904851,0.929418926
12.1,9,1.08278537,0.954242509
2.4,2,0.380211242,0.301029996
3.5,3,0.544068044,0.477121255
4.2,3.6,0.62324929,0.556302501
5.2,4,0.716003344,0.602059991
6,6,0.77815125,0.77815125
6.3,6.1,0.799340549,0.785329835
7.7,5.1,0.886490725,0.707570176
10.1,6.5,1.004321374,0.812913357
10.6,7.2,1.025305865,0.857332496
12.6,7.5,1.100370545,0.875061263
12.8,8,1.10720997,0.903089987
13.1,8.5,1.117271296,0.929418926
7.1,3.6,0.851258349,0.556302501
8.4,4,0.924279286,0.602059991
10.2,4.5,1.008600172,0.653212514
10.4,5,1.017033339,0.698970004
10.9,6,1.037426498,0.77815125
10.9,6.3,1.037426498,0.799340549
3.8,2.8,0.579783597,0.447158031
4.4,3.1,0.643452676,0.491361694
5,3.3,0.698970004,0.51851394
6.6,4,0.819543936,0.602059991
6.8,4.4,0.832508913,0.643452676
8.4,5.5,0.924279286,0.740362689
8.4,5.9,0.924279286,0.770852012
8.8,6.2,0.944482672,0.792391689
8.9,7,0.949390007,0.84509804
6.8,4.4,0.832508913,0.643452676
7.7,5.7,0.886490725,0.755874856
8,6.5,0.903089987,0.812913357
8.5,6.6,0.929418926,0.819543936
8.6,7,0.934498451,0.84509804
3.1,3,0.491361694,0.477121255
4.3,3.7,0.633468456,0.568201724
5.4,4,0.73239376,0.602059991
7.1,4.5,0.851258349,0.653212514
9.9,5.5,0.995635195,0.740362689
10.9,6,1.037426498,0.77815125
2.6,3,0.414973348,0.477121255
3.2,4.2,0.505149978,0.62324929
4.3,4.3,0.633468456,0.633468456
6.1,5,0.785329835,0.698970004
7.6,5.2,0.880813592,0.716003344
2.6,3,0.414973348,0.477121255
3.9,4,0.591064607,0.602059991
4.9,4.5,0.69019608,0.653212514
7,6,0.84509804,0.77815125
7.9,6.3,0.897627091,0.799340549
2.5,3,0.397940009,0.477121255
4.1,4.5,0.612783857,0.653212514
5.8,5,0.763427994,0.698970004
6.5,6,0.812913357,0.77815125
7,6.1,0.84509804,0.785329835
2.3,2.3,0.361727836,0.361727836
3.2,2.6,0.505149978,0.414973348
3.8,3,0.579783597,0.477121255
4.8,4,0.681241237,0.602059991
5,4.1,0.698970004,0.612783857
3.7,3,0.568201724,0.477121255
3.7,4.5,0.568201724,0.653212514
3.9,4.9,0.591064607,0.69019608
4.9,5.5,0.69019608,0.740362689
5.7,5.6,0.755874856,0.748188027
2.2,2.65,0.342422681,0.423245874
3.6,3.6,0.556302501,0.556302501
4.3,4,0.633468456,0.602059991
5.1,5,0.707570176,0.698970004
6.1,5.2,0.785329835,0.716003344
3,2,0.477121255,0.301029996
4.5,3,0.653212514,0.477121255
5,3.5,0.698970004,0.544068044
7.7,4.5,0.886490725,0.653212514
8.8,4.6,0.944482672,0.662757832
2.5,3.5,0.397940009,0.544068044
3.6,4,0.556302501,0.602059991
4.7,5.1,0.672097858,0.707570176
6.4,7,0.806179974,0.84509804
7.2,7.1,0.857332496,0.851258349
2.2,2.5,0.342422681,0.397940009
2.7,2.6,0.431363764,0.414973348
2.7,3.5,0.431363764,0.544068044
3.1,4.2,0.491361694,0.62324929
3.1,4.3,0.491361694,0.633468456
2.8,2.7,0.447158031,0.431363764
3.4,3.5,0.531478917,0.544068044
3.6,4.2,0.556302501,0.62324929
3.7,5,0.568201724,0.698970004
3.7,5.2,0.568201724,0.716003344
2.5,2.7,0.397940009,0.431363764
2.8,3.3,0.447158031,0.51851394
3.1,3.7,0.491361694,0.568201724
3.5,4,0.544068044,0.602059991
3.5,4.2,0.544068044,0.62324929
4.5,1.4,0.653212514,0.146128036
4.9,3.5,0.69019608,0.544068044
4.8,3.6,0.681241237,0.556302501
2.5,2.6,0.397940009,0.414973348
3.7,3,0.568201724,0.477121255
4.1,3.4,0.612783857,0.531478917
4.5,4,0.653212514,0.602059991
4.8,4.1,0.681241237,0.612783857
2.4,3.6,0.380211242,0.556302501
2.4,3.8,0.380211242,0.579783597
2.2,4,0.342422681,0.602059991
2.4,3.2,0.380211242,0.505149978
4.3,4.2,0.633468456,0.62324929
6.4,4.8,0.806179974,0.681241237
7.7,6,0.886490725,0.77815125
8.2,6.3,0.913813852,0.799340549
2.5,2.6,0.397940009,0.414973348
3.4,3.1,0.531478917,0.491361694
3.7,3.4,0.568201724,0.531478917
4.7,4.5,0.672097858,0.653212514
5,4.7,0.698970004,0.672097858
3.6,4,0.556302501,0.602059991
5.1,5.2,0.707570176,0.716003344
6,6.5,0.77815125,0.812913357
8.7,7.5,0.939519253,0.875061263
8.7,7.5,0.939519253,0.875061263
3.2,2.5,0.505149978,0.397940009
4.8,3.5,0.681241237,0.544068044
5.7,4.2,0.755874856,0.62324929
6.8,5,0.832508913,0.698970004
7.5,5.5,0.875061263,0.740362689
3.2,3.4,0.505149978,0.531478917
4.6,4,0.662757832,0.602059991
6.2,4.7,0.792391689,0.672097858
6.5,4.9,0.812913357,0.69019608
3.3,3.5,0.51851394,0.544068044
4.1,4.5,0.612783857,0.653212514
6.4,5.3,0.806179974,0.72427587
7.2,6,0.857332496,0.77815125
4,3.3,0.602059991,0.51851394
5,5.8,0.698970004,0.763427994
7.3,6.5,0.86332286,0.812913357
7.7,7,0.886490725,0.84509804
3.3,5,0.51851394,0.698970004
4.6,5.5,0.662757832,0.740362689
8.5,8,0.929418926,0.903089987
9.9,8.5,0.995635195,0.929418926
2.7,3,0.431363764,0.477121255
3.9,4.2,0.591064607,0.62324929
5.8,5.5,0.763427994,0.740362689
6.5,6.3,0.812913357,0.799340549
4.6,3,0.662757832,0.477121255
4.6,4.3,0.662757832,0.633468456
6.5,6,0.812913357,0.77815125
7,6.1,0.84509804,0.785329835
3.2,3,0.505149978,0.477121255
4.4,4.3,0.643452676,0.633468456
6.7,6,0.826074803,0.77815125
7,6.2,0.84509804,0.792391689
2.7,3,0.431363764,0.477121255
2.8,3.5,0.447158031,0.544068044
4.1,4.7,0.612783857,0.672097858
5,4.8,0.698970004,0.681241237
2.8,2.9,0.447158031,0.462397998
3.8,4,0.579783597,0.602059991
5,5,0.698970004,0.698970004
5.5,5,0.740362689,0.698970004
3,3,0.477121255,0.477121255
4.5,4.2,0.653212514,0.62324929
7,5,0.84509804,0.698970004
7.7,5.5,0.886490725,0.740362689
3.5,3.2,0.544068044,0.505149978
5.2,4.5,0.716003344,0.653212514
7.4,5.2,0.86923172,0.716003344
8.3,5.7,0.919078092,0.755874856
2.5,2.3,0.397940009,0.361727836
3.7,2.7,0.568201724,0.431363764
5.8,4,0.763427994,0.602059991
6.4,4.5,0.806179974,0.653212514
2.4,4.5,0.380211242,0.653212514
3,5,0.477121255,0.698970004
3,5.5,0.477121255,0.740362689
3.1,5.6,0.491361694,0.748188027
3.4,2.5,0.531478917,0.397940009
4.1,3,0.612783857,0.477121255
6.3,5,0.799340549,0.698970004
7.4,5.3,0.86923172,0.72427587
2.3,2.6,0.361727836,0.414973348
2.7,3,0.431363764,0.477121255
2.9,3.5,0.462397998,0.544068044
3.1,3.6,0.491361694,0.556302501
3,2.6,0.477121255,0.414973348
3.9,3.5,0.591064607,0.544068044
4.8,5,0.681241237,0.698970004
5.1,5.1,0.707570176,0.707570176
3.3,3.2,0.51851394,0.505149978
4.9,4,0.69019608,0.602059991
6.5,5,0.812913357,0.698970004
7.7,5.3,0.886490725,0.72427587
2.6,3,0.414973348,0.477121255
3.2,4,0.505149978,0.602059991
5.3,4.5,0.72427587,0.653212514
5.7,4.6,0.755874856,0.662757832
2.1,2.8,0.322219295,0.447158031
3.2,4,0.505149978,0.602059991
3.3,4.5,0.51851394,0.653212514
3.4,4.6,0.531478917,0.662757832
2.6,2.6,0.414973348,0.414973348
3.1,3,0.491361694,0.477121255
3.4,3.2,0.531478917,0.505149978
4,3.3,0.602059991,0.51851394
2.1,2.3,0.322219295,0.361727836
3,2.5,0.477121255,0.397940009
3.5,3.5,0.544068044,0.544068044
3.5,3.5,0.544068044,0.544068044
2.3,3,0.361727836,0.477121255
3.1,3.5,0.491361694,0.544068044
4.4,5,0.643452676,0.698970004
5.1,5.1,0.707570176,0.707570176
3.9,4,0.591064607,0.602059991
5.5,4.5,0.740362689,0.653212514
7.3,6,0.86332286,0.77815125
8.8,6.3,0.944482672,0.799340549
3.6,3.5,0.556302501,0.544068044
4.1,3.7,0.612783857,0.568201724
4.5,4.5,0.653212514,0.653212514
5.3,4.6,0.72427587,0.662757832
2.4,3,0.380211242,0.477121255
3.3,3.6,0.51851394,0.556302501
4.2,4,0.62324929,0.602059991
4.6,4.1,0.662757832,0.612783857
3.3,3.5,0.51851394,0.544068044
3.9,3.6,0.591064607,0.556302501
4.5,4.2,0.653212514,0.62324929
5,4.3,0.698970004,0.633468456
3,3,0.477121255,0.477121255
3.4,3.7,0.531478917,0.568201724
4.9,5,0.69019608,0.698970004
5.8,5.2,0.763427994,0.716003344
4.2,3,0.62324929,0.477121255
4.2,3.5,0.62324929,0.544068044
5.7,3.5,0.755874856,0.544068044
5.9,3.6,0.770852012,0.556302501
2.3,2.8,0.361727836,0.447158031
2.8,3,0.447158031,0.477121255
2.8,3,0.447158031,0.477121255
2.8,3.1,0.447158031,0.491361694
2.9,3,0.462397998,0.477121255
4,3.6,0.602059991,0.556302501
5.6,4.5,0.748188027,0.653212514
6.1,4.7,0.785329835,0.672097858
2.7,2.9,0.431363764,0.462397998
2.9,3.2,0.462397998,0.505149978
3.4,4,0.531478917,0.602059991
3.4,4.1,0.531478917,0.612783857
3.1,3.5,0.491361694,0.544068044
3.9,3.5,0.591064607,0.544068044
4.2,4,0.62324929,0.602059991
2.5,2.3,0.397940009,0.361727836
3.1,2.5,0.491361694,0.397940009
3.7,3.2,0.568201724,0.505149978
3.8,3.4,0.579783597,0.531478917
2.1,3,0.322219295,0.477121255
2.2,3.2,0.342422681,0.505149978
2.3,2.5,0.361727836,0.397940009
2.3,2.7,0.361727836,0.431363764
3.3,3.4,0.51851394,0.531478917
5.8,4,0.763427994,0.602059991
8.2,5,0.913813852,0.698970004
8.9,6,0.949390007,0.77815125
3,3.2,0.477121255,0.505149978
3.9,3.5,0.591064607,0.544068044
5.1,4,0.707570176,0.602059991
5.4,4.1,0.73239376,0.612783857
2.8,3.5,0.447158031,0.544068044
3.4,3.8,0.531478917,0.579783597
3.9,4.2,0.591064607,0.62324929
3.9,4.6,0.591064607,0.662757832
2.9,3,0.462397998,0.477121255
3.8,3.5,0.579783597,0.544068044
5.1,4.3,0.707570176,0.633468456
5.2,4.5,0.716003344,0.653212514
2.2,2.5,0.342422681,0.397940009
2.9,2.8,0.462397998,0.447158031
4,4,0.602059991,0.602059991
4.3,4.5,0.633468456,0.653212514
3.5,3,0.544068044,0.477121255
5.1,3.5,0.707570176,0.544068044
5.9,4.5,0.770852012,0.653212514
6,4.6,0.77815125,0.662757832
2.2,3,0.342422681,0.477121255
2.5,3.4,0.397940009,0.531478917
3,4,0.477121255,0.602059991
3,4,0.477121255,0.602059991
2.4,2.7,0.380211242,0.431363764
3.1,3,0.491361694,0.477121255
4,4.5,0.602059991,0.653212514
4.6,5.1,0.662757832,0.707570176
2.8,3,0.447158031,0.477121255
3.6,3.4,0.556302501,0.531478917
5,4.5,0.698970004,0.653212514
5.3,4.6,0.72427587,0.662757832
2.5,3,0.397940009,0.477121255
3.2,3.5,0.505149978,0.544068044
4.5,5,0.653212514,0.698970004
4.5,5.1,0.653212514,0.707570176
2.2,3,0.342422681,0.477121255
2.7,3.4,0.431363764,0.531478917
4.7,4,0.672097858,0.602059991
4.7,4.1,0.672097858,0.612783857
2.5,2.9,0.397940009,0.462397998
3.6,3.3,0.556302501,0.51851394
4.3,4.5,0.633468456,0.653212514
4.3,4.6,0.633468456,0.662757832
2.1,2.1,0.322219295,0.322219295
2.8,2.4,0.447158031,0.380211242
3.7,3.2,0.568201724,0.505149978
3.9,3.5,0.591064607,0.544068044
3.4,3,0.531478917,0.477121255
4,3.6,0.602059991,0.556302501
5.1,4,0.707570176,0.602059991
5.3,4.2,0.72427587,0.62324929
2.1,3,0.322219295,0.477121255
2.5,3.3,0.397940009,0.51851394
3.6,3.5,0.556302501,0.544068044
2.2,2.5,0.342422681,0.397940009
2.3,2.8,0.361727836,0.447158031
4.1,3.4,0.612783857,0.531478917
4.7,4,0.672097858,0.602059991
2.4,2.7,0.380211242,0.431363764
2.7,3.2,0.431363764,0.505149978
3.5,3.2,0.544068044,0.505149978
2.5,2.5,0.397940009,0.397940009
3.4,4.2,0.531478917,0.62324929
4.1,4.2,0.612783857,0.62324929
2.4,3,0.380211242,0.477121255
4.1,3.6,0.612783857,0.556302501
4.8,4,0.681241237,0.602059991
2.9,2.8,0.462397998,0.447158031
3.9,3.7,0.591064607,0.568201724
4,4,0.602059991,0.602059991
2.8,3,0.447158031,0.477121255
4.1,3.7,0.612783857,0.568201724
4.8,4,0.681241237,0.602059991
3.4,3,0.531478917,0.477121255
4.4,4,0.643452676,0.602059991
5,4,0.698970004,0.602059991
3,5,0.477121255,0.698970004
5.1,5.5,0.707570176,0.740362689
5.7,6,0.755874856,0.77815125
2.4,3.5,0.380211242,0.544068044
3.2,4.2,0.505149978,0.62324929
3.2,5,0.505149978,0.698970004
3.8,4,0.579783597,0.602059991
8.2,7.5,0.913813852,0.875061263
9.7,8,0.986771734,0.903089987
2.2,3.9,0.342422681,0.591064607
3.4,4,0.531478917,0.602059991
3.6,4,0.556302501,0.602059991
2.3,4.5,0.361727836,0.653212514
3.6,5.7,0.556302501,0.755874856
4.4,6.2,0.643452676,0.792391689
2.9,4,0.462397998,0.602059991
5.1,4.7,0.707570176,0.672097858
5.6,5,0.748188027,0.698970004
3.2,3.5,0.505149978,0.544068044
5,5,0.698970004,0.698970004
5.2,5,0.716003344,0.698970004
2.3,2.5,0.361727836,0.397940009
2.6,3.7,0.414973348,0.568201724
2.2,3,0.342422681,0.477121255
3.7,4.2,0.568201724,0.62324929
5.4,4.5,0.73239376,0.653212514
2.4,2.5,0.380211242,0.397940009
5,4,0.698970004,0.602059991
6.1,4.2,0.785329835,0.62324929
5.1,5,0.707570176,0.698970004
7.3,6.5,0.86332286,0.812913357
8.3,6.7,0.919078092,0.826074803
2.3,2.5,0.361727836,0.397940009
2.8,3.2,0.447158031,0.505149978
3,3.4,0.477121255,0.531478917
3.8,4,0.579783597,0.602059991
6.1,4.5,0.785329835,0.653212514
7,4.6,0.84509804,0.662757832
2,2,0.301029996,0.301029996
3.2,3.5,0.505149978,0.544068044
3.3,3.6,0.51851394,0.556302501
3,3,0.477121255,0.477121255
5.3,4,0.72427587,0.602059991
6,4.2,0.77815125,0.62324929
4.3,4,0.633468456,0.602059991
5.6,5,0.748188027,0.698970004
5.6,5,0.748188027,0.698970004
2,2,0.301029996,0.301029996
4.6,4,0.662757832,0.602059991
5.5,4.1,0.740362689,0.612783857
2.8,4.5,0.447158031,0.653212514
4,5,0.602059991,0.698970004
5.6,5.2,0.748188027,0.716003344
3,4,0.477121255,0.602059991
5.7,5.5,0.755874856,0.740362689
7.3,5.6,0.86332286,0.748188027
2,2.2,0.301029996,0.342422681
4,4,0.602059991,0.602059991
4.5,4.2,0.653212514,0.62324929
2.3,3,0.361727836,0.477121255
4.8,3.5,0.681241237,0.544068044
5.4,3.7,0.73239376,0.568201724
3.1,2.5,0.491361694,0.397940009
4.7,4,0.672097858,0.602059991
5.1,4.2,0.707570176,0.62324929
2.2,2.5,0.342422681,0.397940009
3.2,3,0.505149978,0.477121255
3.4,3.2,0.531478917,0.505149978
3.2,2.7,0.505149978,0.431363764
4.6,3.5,0.662757832,0.544068044
5.1,3.6,0.707570176,0.556302501
2.7,2.5,0.431363764,0.397940009
4.4,3.5,0.643452676,0.544068044
5.4,3.7,0.73239376,0.568201724
2.6,3.5,0.414973348,0.544068044
4.3,4.5,0.633468456,0.653212514
5.6,4.7,0.748188027,0.672097858
3.1,2.5,0.491361694,0.397940009
4,3.5,0.602059991,0.544068044
4.6,3.7,0.662757832,0.568201724
3,6.3,0.477121255,0.799340549
9.8,9.5,0.991226076,0.977723605
12.5,10.5,1.096910013,1.021189299
3,2.5,0.477121255,0.397940009
4.5,4,0.653212514,0.602059991
5.1,4.2,0.707570176,0.62324929
4.8,5,0.681241237,0.698970004
11.2,10,1.049218023,1
16.9,11,1.227886705,1.041392685
2.5,2,0.397940009,0.301029996
3.2,3.5,0.505149978,0.544068044
3.8,3.6,0.579783597,0.556302501
2.6,2.2,0.414973348,0.342422681
3.3,3.2,0.51851394,0.505149978
3.7,3.3,0.568201724,0.51851394
2.9,2.2,0.462397998,0.342422681
3.9,3.5,0.591064607,0.544068044
4.4,3.6,0.643452676,0.556302501
2.9,3.5,0.462397998,0.544068044
4.3,5,0.633468456,0.698970004
4.6,5.1,0.662757832,0.707570176
3,3.5,0.477121255,0.544068044
3.5,4.1,0.544068044,0.612783857
3.9,4.3,0.591064607,0.633468456
2.7,3.5,0.431363764,0.544068044
3.3,4.5,0.51851394,0.653212514
3.8,4.6,0.579783597,0.662757832
3,4.3,0.477121255,0.633468456
5.2,5.5,0.716003344,0.740362689
6.1,6,0.785329835,0.77815125
2,3.5,0.301029996,0.544068044
2.1,4,0.322219295,0.602059991
2.1,4.2,0.322219295,0.62324929
2.8,3.5,0.447158031,0.544068044
4.4,4.5,0.643452676,0.653212514
4.7,4.7,0.672097858,0.672097858
2.8,3.5,0.447158031,0.544068044
4,5,0.602059991,0.698970004
4.7,5.1,0.672097858,0.707570176
3.8,2.5,0.579783597,0.397940009
5.1,3.5,0.707570176,0.544068044
5.8,3.7,0.763427994,0.568201724
2.8,2.4,0.447158031,0.380211242
